:START_ID,:TYPE,:END_ID
lumc:BEATCOVID_da4bbb0d60764bb94b5e48dd8e2eeeae,sio:SIO_000229,lumc:BEATCOVID_15b392e12cd2286030e13cf2f2b98aaf
